propertyRecordId,address,paon,saon,street,locality,town,postcode,district,propertyType,estateId,estate,estateClassification,estateType,estateRuleId,estateRegistryVersion,estateEvidenceStatus,estateReviewStatus,price,date,market,category
property:4 BIRDS HILL RISE OXSHOTT LEATHERHEAD KT22 0SW|KT220SW,"4, BIRDS HILL RISE, OXSHOTT, LEATHERHEAD, KT22 0SW",4,,BIRDS HILL RISE,OXSHOTT,LEATHERHEAD,KT22 0SW,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2750000,2021-09-22,elmbridge-prime,A
property:16 ERISWELL ROAD HERSHAM WALTON ON THAMES KT12 5DH|KT125DH,"16, ERISWELL ROAD, HERSHAM, WALTON-ON-THAMES, KT12 5DH",16,,ERISWELL ROAD,HERSHAM,WALTON-ON-THAMES,KT12 5DH,Elmbridge,Detached,burwood-park,Burwood Park,A,traditional_private_estate,pe:burwood-park:eriswell-road:whole,surrey-private-estates-2026-07-19-corrected-4,verified,ready,4820000,2021-09-20,elmbridge-prime,A
property:WARREN HILL FRENSHAM ROAD FRENSHAM FARNHAM GU10 3AA|GU103AA,"WARREN HILL, FRENSHAM ROAD, FRENSHAM, FARNHAM, GU10 3AA",WARREN HILL,,FRENSHAM ROAD,FRENSHAM,FARNHAM,GU10 3AA,Waverley,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2000000,2021-09-20,waverley-south-surrey,A
property:HALLSTONE PLACE PORTSMOUTH ROAD COBHAM KT11 1BN|KT111BN,"HALLSTONE PLACE, PORTSMOUTH ROAD, COBHAM, KT11 1BN",HALLSTONE PLACE,,PORTSMOUTH ROAD,,COBHAM,KT11 1BN,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2800000,2021-09-17,elmbridge-prime,A
property:22 MONKS ROAD VIRGINIA WATER GU25 4RR|GU254RR,"22, MONKS ROAD, VIRGINIA WATER, GU25 4RR",22,,MONKS ROAD,,VIRGINIA WATER,GU25 4RR,Runnymede,Detached,wentworth-estate,Wentworth Estate,A,traditional_private_estate,pe:wentworth-estate:monks-road:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,2365000,2021-09-17,runnymede-wentworth,A
property:REDWOOD HIGH STREET GREEN CHIDDINGFOLD GODALMING GU8 4XY|GU84XY,"REDWOOD, HIGH STREET GREEN, CHIDDINGFOLD, GODALMING, GU8 4XY",REDWOOD,,HIGH STREET GREEN,CHIDDINGFOLD,GODALMING,GU8 4XY,Waverley,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3650000,2021-09-16,waverley-south-surrey,A
property:SILVER BIRCHES WEST DRIVE VIRGINIA WATER GU25 4NE|GU254NE,"SILVER BIRCHES, WEST DRIVE, VIRGINIA WATER, GU25 4NE",SILVER BIRCHES,,WEST DRIVE,,VIRGINIA WATER,GU25 4NE,Runnymede,Detached,wentworth-estate,Wentworth Estate,A,traditional_private_estate,pe:wentworth-estate:west-drive:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,6650000,2021-09-15,runnymede-wentworth,A
property:59 FAIRMILE LANE COBHAM KT11 2DH|KT112DH,"59, FAIRMILE LANE, COBHAM, KT11 2DH",59,,FAIRMILE LANE,,COBHAM,KT11 2DH,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2298000,2021-09-15,elmbridge-prime,A
property:39 PALACE ROAD EAST MOLESEY KT8 9DJ|KT89DJ,"39, PALACE ROAD, EAST MOLESEY, KT8 9DJ",39,,PALACE ROAD,,EAST MOLESEY,KT8 9DJ,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,4129500,2021-09-14,elmbridge-prime,A
property:8 WOODEND PARK COBHAM KT11 3BX|KT113BX,"8, WOODEND PARK, COBHAM, KT11 3BX",8,,WOODEND PARK,,COBHAM,KT11 3BX,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2250930,2021-09-14,elmbridge-prime,A
property:WYCHWOOD HOUSE QUEENS DRIVE OXSHOTT LEATHERHEAD KT22 0PH|KT220PH,"WYCHWOOD HOUSE, QUEENS DRIVE, OXSHOTT, LEATHERHEAD, KT22 0PH",WYCHWOOD HOUSE,,QUEENS DRIVE,OXSHOTT,LEATHERHEAD,KT22 0PH,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,5900000,2021-09-10,elmbridge-prime,A
property:FIELDMOOR GORSE HILL ROAD VIRGINIA WATER GU25 4AS|GU254AS,"FIELDMOOR, GORSE HILL ROAD, VIRGINIA WATER, GU25 4AS",FIELDMOOR,,GORSE HILL ROAD,,VIRGINIA WATER,GU25 4AS,Runnymede,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,4250000,2021-09-10,runnymede-wentworth,A
property:SILVERWOOD WAVERLEY DRIVE VIRGINIA WATER GU25 4PZ|GU254PZ,"SILVERWOOD, WAVERLEY DRIVE, VIRGINIA WATER, GU25 4PZ",SILVERWOOD,,WAVERLEY DRIVE,,VIRGINIA WATER,GU25 4PZ,Runnymede,Detached,wentworth-estate,Wentworth Estate,A,traditional_private_estate,pe:wentworth-estate:waverley-drive:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,3875000,2021-09-10,runnymede-wentworth,A
property:37 FAIRWAY GUILDFORD GU1 2XN|GU12XN,"37, FAIRWAY, GUILDFORD, GU1 2XN",37,,FAIRWAY,,GUILDFORD,GU1 2XN,Guildford,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3200000,2021-09-10,guildford-district,A
property:12 BEECH ROAD REIGATE RH2 9LR|RH29LR,"12, BEECH ROAD, REIGATE, RH2 9LR",12,,BEECH ROAD,,REIGATE,RH2 9LR,Reigate and Banstead,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2425000,2021-09-08,reigate-banstead,A
property:3 WRAY PARK ROAD REIGATE RH2 0DG|RH20DG,"3, WRAY PARK ROAD, REIGATE, RH2 0DG",3,,WRAY PARK ROAD,,REIGATE,RH2 0DG,Reigate and Banstead,Semi Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2100000,2021-09-08,reigate-banstead,A
property:15 COURTLANDS AVENUE ESHER KT10 9HZ|KT109HZ,"15, COURTLANDS AVENUE, ESHER, KT10 9HZ",15,,COURTLANDS AVENUE,,ESHER,KT10 9HZ,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2100000,2021-09-08,elmbridge-prime,A
property:FAIROAKS HARDWICK CLOSE OXSHOTT LEATHERHEAD KT22 0HZ|KT220HZ,"FAIROAKS, HARDWICK CLOSE, OXSHOTT, LEATHERHEAD, KT22 0HZ",FAIROAKS,,HARDWICK CLOSE,OXSHOTT,LEATHERHEAD,KT22 0HZ,Elmbridge,Detached,knott-park,Knott Park,A,traditional_private_estate,pe:knott-park:hardwick-close:whole,surrey-private-estates-2026-07-19-corrected-4,verified,ready,3800000,2021-09-06,elmbridge-prime,A
property:BROADEAVES BROOM WAY WEYBRIDGE KT13 9TG|KT139TG,"BROADEAVES, BROOM WAY, WEYBRIDGE, KT13 9TG",BROADEAVES,,BROOM WAY,,WEYBRIDGE,KT13 9TG,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2600000,2021-09-06,elmbridge-prime,A
property:EVELYN HOUSE THE WARREN KINGSWOOD TADWORTH KT20 6PQ|KT206PQ,"EVELYN HOUSE, THE WARREN, KINGSWOOD, TADWORTH, KT20 6PQ",EVELYN HOUSE,,THE WARREN,KINGSWOOD,TADWORTH,KT20 6PQ,Reigate and Banstead,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2000000,2021-09-06,reigate-banstead,A
property:WOODBURY BANNACLE HILL ROAD WORMLEY GODALMING GU8 5UB|GU85UB,"WOODBURY, BANNACLE HILL ROAD, WORMLEY, GODALMING, GU8 5UB",WOODBURY,,BANNACLE HILL ROAD,WORMLEY,GODALMING,GU8 5UB,Waverley,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,7200000,2021-09-03,waverley-south-surrey,A
property:GORSELANDS ALDERSHOT ROAD PIRBRIGHT WOKING GU24 0DJ|GU240DJ,"GORSELANDS, ALDERSHOT ROAD, PIRBRIGHT, WOKING, GU24 0DJ",GORSELANDS,,ALDERSHOT ROAD,PIRBRIGHT,WOKING,GU24 0DJ,Guildford,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2450000,2021-09-03,guildford-district,A
property:SHERE VIEW HOUSE THE SPINNING WALK SHERE GUILDFORD GU5 9HN|GU59HN,"SHERE VIEW HOUSE, THE SPINNING WALK, SHERE, GUILDFORD, GU5 9HN",SHERE VIEW HOUSE,,THE SPINNING WALK,SHERE,GUILDFORD,GU5 9HN,Guildford,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2350000,2021-09-03,guildford-district,A
property:HALCYON WATERS THE DRIVE WONERSH GUILDFORD GU5 0QW|GU50QW,"HALCYON WATERS, THE DRIVE, WONERSH, GUILDFORD, GU5 0QW",HALCYON WATERS,,THE DRIVE,WONERSH,GUILDFORD,GU5 0QW,Waverley,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,6500000,2021-09-01,waverley-south-surrey,A
property:CULLEN HOUSE CAMP END ROAD WEYBRIDGE KT13 0NR|KT130NR,"CULLEN HOUSE, CAMP END ROAD, WEYBRIDGE, KT13 0NR",CULLEN HOUSE,,CAMP END ROAD,,WEYBRIDGE,KT13 0NR,Elmbridge,Detached,st-georges-hill,St George's Hill,A,traditional_private_estate,pe:st-georges-hill:camp-end-road:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,4500000,2021-09-01,elmbridge-prime,A
property:IVY MANOR 171 PARK CLOSE WALTON ON THAMES KT12 1EW|KT121EW,"IVY MANOR, 171, PARK CLOSE, WALTON-ON-THAMES, KT12 1EW","IVY MANOR, 171",,PARK CLOSE,,WALTON-ON-THAMES,KT12 1EW,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,4250000,2021-09-01,elmbridge-prime,A
property:18 WAYNEFLETE TOWER AVENUE ESHER KT10 8QG|KT108QG,"18, WAYNEFLETE TOWER AVENUE, ESHER, KT10 8QG",18,,WAYNEFLETE TOWER AVENUE,,ESHER,KT10 8QG,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3001600,2021-09-01,elmbridge-prime,A
property:2 ERISWELL CRESCENT HERSHAM WALTON ON THAMES KT12 5DS|KT125DS,"2, ERISWELL CRESCENT, HERSHAM, WALTON-ON-THAMES, KT12 5DS",2,,ERISWELL CRESCENT,HERSHAM,WALTON-ON-THAMES,KT12 5DS,Elmbridge,Detached,burwood-park,Burwood Park,A,traditional_private_estate,pe:burwood-park:eriswell-crescent:whole,surrey-private-estates-2026-07-19-corrected-4,verified,ready,2500000,2021-09-01,elmbridge-prime,A
property:12 BIRDS HILL ROAD OXSHOTT LEATHERHEAD KT22 0NJ|KT220NJ,"12, BIRDS HILL ROAD, OXSHOTT, LEATHERHEAD, KT22 0NJ",12,,BIRDS HILL ROAD,OXSHOTT,LEATHERHEAD,KT22 0NJ,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,5125000,2021-08-31,elmbridge-prime,B
property:6 LOCKESTONE WEYBRIDGE KT13 8EE|KT138EE,"6, LOCKESTONE, WEYBRIDGE, KT13 8EE",6,,LOCKESTONE,,WEYBRIDGE,KT13 8EE,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2350000,2021-08-31,elmbridge-prime,A
property:48A PETWORTH ROAD HASLEMERE GU27 2HX|GU272HX,"48A, PETWORTH ROAD, HASLEMERE, GU27 2HX",48A,,PETWORTH ROAD,,HASLEMERE,GU27 2HX,Waverley,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2300000,2021-08-31,waverley-south-surrey,A
property:12 PONY CHASE COBHAM KT11 2PF|KT112PF,"12, PONY CHASE, COBHAM, KT11 2PF",12,,PONY CHASE,,COBHAM,KT11 2PF,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2050000,2021-08-31,elmbridge-prime,A
property:WILLINGHURST FARMHOUSE WILLINGHURST ESTATE SHAMLEY GREEN GUILDFORD GU5 0SU|GU50SU,"WILLINGHURST FARMHOUSE, WILLINGHURST ESTATE, SHAMLEY GREEN, GUILDFORD, GU5 0SU",WILLINGHURST FARMHOUSE,,WILLINGHURST ESTATE,SHAMLEY GREEN,GUILDFORD,GU5 0SU,Waverley,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,9445000,2021-08-27,waverley-south-surrey,A
property:HADDON HOUSE MADDOX PARK LITTLE BOOKHAM LEATHERHEAD KT23 3BW|KT233BW,"HADDON HOUSE, MADDOX PARK, LITTLE BOOKHAM, LEATHERHEAD, KT23 3BW",HADDON HOUSE,,MADDOX PARK,LITTLE BOOKHAM,LEATHERHEAD,KT23 3BW,Mole Valley,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2700000,2021-08-27,mole-valley,A
property:SUDPRE PERRY HILL WORPLESDON GUILDFORD GU3 3RB|GU33RB,"SUDPRE, PERRY HILL, WORPLESDON, GUILDFORD, GU3 3RB",SUDPRE,,PERRY HILL,WORPLESDON,GUILDFORD,GU3 3RB,Guildford,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2650000,2021-08-27,guildford-district,A
property:141 IRETON AVENUE WALTON ON THAMES KT12 1EN|KT121EN,"141, IRETON AVENUE, WALTON-ON-THAMES, KT12 1EN",141,,IRETON AVENUE,,WALTON-ON-THAMES,KT12 1EN,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2320000,2021-08-27,elmbridge-prime,A
property:BURFIELD HOUSE 2 FARMLEIGH GROVE HERSHAM WALTON ON THAMES KT12 5BU|KT125BU,"BURFIELD HOUSE, 2, FARMLEIGH GROVE, HERSHAM, WALTON-ON-THAMES, KT12 5BU","BURFIELD HOUSE, 2",,FARMLEIGH GROVE,HERSHAM,WALTON-ON-THAMES,KT12 5BU,Elmbridge,Detached,burwood-park,Burwood Park,A,traditional_private_estate,pe:burwood-park:farmleigh-grove:whole,surrey-private-estates-2026-07-19-corrected-4,verified,ready,4900000,2021-08-26,elmbridge-prime,A
property:REDWINGS COBBETTS HILL WEYBRIDGE KT13 0UA|KT130UA,"REDWINGS, COBBETTS HILL, WEYBRIDGE, KT13 0UA",REDWINGS,,COBBETTS HILL,,WEYBRIDGE,KT13 0UA,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2150000,2021-08-26,elmbridge-prime,A
property:LOXWOOD HOUSE COBBETTS HILL WEYBRIDGE KT13 0UE|KT130UE,"LOXWOOD HOUSE, COBBETTS HILL, WEYBRIDGE, KT13 0UE",LOXWOOD HOUSE,,COBBETTS HILL,,WEYBRIDGE,KT13 0UE,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2000000,2021-08-26,elmbridge-prime,A
property:HAMPDEN CAVENDISH ROAD WEYBRIDGE KT13 0JP|KT130JP,"HAMPDEN, CAVENDISH ROAD, WEYBRIDGE, KT13 0JP",HAMPDEN,,CAVENDISH ROAD,,WEYBRIDGE,KT13 0JP,Elmbridge,Detached,st-georges-hill,St George's Hill,A,traditional_private_estate,pe:st-georges-hill:cavendish-road:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,3250000,2021-08-25,elmbridge-prime,A
property:CHASE END THE CHASE KINGSWOOD TADWORTH KT20 6HZ|KT206HZ,"CHASE END, THE CHASE, KINGSWOOD, TADWORTH, KT20 6HZ",CHASE END,,THE CHASE,KINGSWOOD,TADWORTH,KT20 6HZ,Reigate and Banstead,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2800000,2021-08-25,reigate-banstead,A
property:WOLSEY HOUSE 103A PALACE ROAD EAST MOLESEY KT8 9DU|KT89DU,"WOLSEY HOUSE, 103A, PALACE ROAD, EAST MOLESEY, KT8 9DU","WOLSEY HOUSE, 103A",,PALACE ROAD,,EAST MOLESEY,KT8 9DU,Elmbridge,Semi Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2475000,2021-08-25,elmbridge-prime,A
property:12 ORCHARD WAY ESHER KT10 9DY|KT109DY,"12, ORCHARD WAY, ESHER, KT10 9DY",12,,ORCHARD WAY,,ESHER,KT10 9DY,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3352000,2021-08-23,elmbridge-prime,A
property:NEWBURGH HOUSE BEECHWOOD AVENUE WEYBRIDGE KT13 9TD|KT139TD,"NEWBURGH HOUSE, BEECHWOOD AVENUE, WEYBRIDGE, KT13 9TD",NEWBURGH HOUSE,,BEECHWOOD AVENUE,,WEYBRIDGE,KT13 9TD,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3690000,2021-08-20,elmbridge-prime,A
property:122 SILVERDALE AVENUE WALTON ON THAMES KT12 1EQ|KT121EQ,"122, SILVERDALE AVENUE, WALTON-ON-THAMES, KT12 1EQ",122,,SILVERDALE AVENUE,,WALTON-ON-THAMES,KT12 1EQ,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3130000,2021-08-20,elmbridge-prime,A
property:BEECHWOOD KNIPP HILL COBHAM KT11 2PE|KT112PE,"BEECHWOOD, KNIPP HILL, COBHAM, KT11 2PE",BEECHWOOD,,KNIPP HILL,,COBHAM,KT11 2PE,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2500000,2021-08-20,elmbridge-prime,A
property:RIDGE PLACE HINDHEAD ROAD HINDHEAD GU26 6BB|GU266BB,"RIDGE PLACE, HINDHEAD ROAD, HINDHEAD, GU26 6BB",RIDGE PLACE,,HINDHEAD ROAD,,HINDHEAD,GU26 6BB,Waverley,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2530000,2021-08-19,waverley-south-surrey,A
property:HIGH VIEW PITT LANE FRENSHAM FARNHAM GU10 3EF|GU103EF,"HIGH VIEW, PITT LANE, FRENSHAM, FARNHAM, GU10 3EF",HIGH VIEW,,PITT LANE,FRENSHAM,FARNHAM,GU10 3EF,Waverley,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,4725000,2021-08-18,waverley-south-surrey,A
property:19 COPSEM LANE ESHER KT10 9HE|KT109HE,"19, COPSEM LANE, ESHER, KT10 9HE",19,,COPSEM LANE,,ESHER,KT10 9HE,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2550000,2021-08-18,elmbridge-prime,A
property:CYPRESS HOUSE ICEHOUSE WOOD OXTED RH8 9DW|RH89DW,"CYPRESS HOUSE, ICEHOUSE WOOD, OXTED, RH8 9DW",CYPRESS HOUSE,,ICEHOUSE WOOD,,OXTED,RH8 9DW,Tandridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3350000,2021-08-17,tandridge-oxted,A
property:BURGHLEY HOUSE CAMP END ROAD WEYBRIDGE KT13 0NR|KT130NR,"BURGHLEY HOUSE, CAMP END ROAD, WEYBRIDGE, KT13 0NR",BURGHLEY HOUSE,,CAMP END ROAD,,WEYBRIDGE,KT13 0NR,Elmbridge,Detached,st-georges-hill,St George's Hill,A,traditional_private_estate,pe:st-georges-hill:camp-end-road:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,7750000,2021-08-16,elmbridge-prime,A
property:2 HAREBELL HILL COBHAM KT11 2RS|KT112RS,"2, HAREBELL HILL, COBHAM, KT11 2RS",2,,HAREBELL HILL,,COBHAM,KT11 2RS,Elmbridge,Detached,oxshott-way-estate,Oxshott Way Estate,A,traditional_private_estate,pe:oxshott-way-estate:harebell-hill:whole,surrey-private-estates-2026-07-19-corrected-4,verified,ready,4550000,2021-08-16,elmbridge-prime,A
property:31A LEIGH HILL ROAD COBHAM KT11 2HU|KT112HU,"31A, LEIGH HILL ROAD, COBHAM, KT11 2HU",31A,,LEIGH HILL ROAD,,COBHAM,KT11 2HU,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3600000,2021-08-13,elmbridge-prime,A
property:THE COACH HOUSE EASHING LANE GODALMING GU7 2QA|GU72QA,"THE COACH HOUSE, EASHING LANE, GODALMING, GU7 2QA",THE COACH HOUSE,,EASHING LANE,,GODALMING,GU7 2QA,Guildford,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2430000,2021-08-13,guildford-district,A
property:WINKWORTH HANGER HASCOMBE ROAD GODALMING GU8 4AE|GU84AE,"WINKWORTH HANGER, HASCOMBE ROAD, GODALMING, GU8 4AE",WINKWORTH HANGER,,HASCOMBE ROAD,,GODALMING,GU8 4AE,Waverley,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,6000000,2021-08-12,waverley-south-surrey,A
property:14 ALDERSEY ROAD GUILDFORD GU1 2ES|GU12ES,"14, ALDERSEY ROAD, GUILDFORD, GU1 2ES",14,,ALDERSEY ROAD,,GUILDFORD,GU1 2ES,Guildford,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,4250000,2021-08-12,guildford-district,A
property:36 GUILDOWN ROAD GUILDFORD GU2 4EY|GU24EY,"36, GUILDOWN ROAD, GUILDFORD, GU2 4EY",36,,GUILDOWN ROAD,,GUILDFORD,GU2 4EY,Guildford,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3700000,2021-08-12,guildford-district,A
property:1 HOME FARM CLOSE ESHER KT10 9HA|KT109HA,"1, HOME FARM CLOSE, ESHER, KT10 9HA",1,,HOME FARM CLOSE,,ESHER,KT10 9HA,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2450000,2021-08-12,elmbridge-prime,A
property:6 FORT ROAD GUILDFORD GU1 3TB|GU13TB,"6, FORT ROAD, GUILDFORD, GU1 3TB",6,,FORT ROAD,,GUILDFORD,GU1 3TB,Guildford,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2025000,2021-08-12,guildford-district,A
property:45 LEIGH HILL ROAD COBHAM KT11 2HU|KT112HU,"45, LEIGH HILL ROAD, COBHAM, KT11 2HU",45,,LEIGH HILL ROAD,,COBHAM,KT11 2HU,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3050000,2021-08-11,elmbridge-prime,A
property:PORTLAND HOUSE KINGSWOOD WARREN PARK WOODLAND WAY KINGSWOOD TADWORTH KT20 6AD|KT206AD,"PORTLAND HOUSE, KINGSWOOD WARREN PARK, WOODLAND WAY, KINGSWOOD, TADWORTH, KT20 6AD",KINGSWOOD WARREN PARK,PORTLAND HOUSE,WOODLAND WAY,KINGSWOOD,TADWORTH,KT20 6AD,Reigate and Banstead,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2500000,2021-08-11,reigate-banstead,A
property:10 MIZEN WAY COBHAM KT11 2RH|KT112RH,"10, MIZEN WAY, COBHAM, KT11 2RH",10,,MIZEN WAY,,COBHAM,KT11 2RH,Elmbridge,Detached,oxshott-way-estate,Oxshott Way Estate,A,traditional_private_estate,pe:oxshott-way-estate:mizen-way:whole,surrey-private-estates-2026-07-19-corrected-4,verified,ready,2500000,2021-08-11,elmbridge-prime,A
property:MEADOW WAY NORTHDOWN ROAD WOLDINGHAM CATERHAM CR3 7BB|CR37BB,"MEADOW WAY, NORTHDOWN ROAD, WOLDINGHAM, CATERHAM, CR3 7BB",MEADOW WAY,,NORTHDOWN ROAD,WOLDINGHAM,CATERHAM,CR3 7BB,Tandridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3200000,2021-08-10,tandridge-oxted,A
property:4 PELHAMS WALK ESHER KT10 8QD|KT108QD,"4, PELHAMS WALK, ESHER, KT10 8QD",4,,PELHAMS WALK,,ESHER,KT10 8QD,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2200000,2021-08-09,elmbridge-prime,A
property:43 LONDON ROAD GUILDFORD GU1 1SW|GU11SW,"43, LONDON ROAD, GUILDFORD, GU1 1SW",43,,LONDON ROAD,,GUILDFORD,GU1 1SW,Guildford,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3750000,2021-08-06,guildford-district,A
property:BLACK HILL 18 BLACKHILLS ESHER KT10 9JW|KT109JW,"BLACK HILL, 18, BLACKHILLS, ESHER, KT10 9JW","BLACK HILL, 18",,BLACKHILLS,,ESHER,KT10 9JW,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,6750000,2021-08-03,elmbridge-prime,A
property:GRANTLEY HOUSE 20 BROOMFIELD RIDE OXSHOTT LEATHERHEAD KT22 0LW|KT220LW,"GRANTLEY HOUSE, 20, BROOMFIELD RIDE, OXSHOTT, LEATHERHEAD, KT22 0LW","GRANTLEY HOUSE, 20",,BROOMFIELD RIDE,OXSHOTT,LEATHERHEAD,KT22 0LW,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,5250000,2021-08-03,elmbridge-prime,A
property:BURLINGTON HOUSE 16 ALBURY ROAD HERSHAM WALTON ON THAMES KT12 5DT|KT125DT,"BURLINGTON HOUSE, 16, ALBURY ROAD, HERSHAM, WALTON-ON-THAMES, KT12 5DT","BURLINGTON HOUSE, 16",,ALBURY ROAD,HERSHAM,WALTON-ON-THAMES,KT12 5DT,Elmbridge,Detached,burwood-park,Burwood Park,A,traditional_private_estate,pe:burwood-park:albury-road:whole,surrey-private-estates-2026-07-19-corrected-4,verified,ready,6000000,2021-07-30,elmbridge-prime,A
property:SOUTHGATE HOUSE PACHESHAM PARK LEATHERHEAD KT22 0DJ|KT220DJ,"SOUTHGATE HOUSE, PACHESHAM PARK, LEATHERHEAD, KT22 0DJ",SOUTHGATE HOUSE,,PACHESHAM PARK,,LEATHERHEAD,KT22 0DJ,Mole Valley,Detached,pachesham-park,Pachesham Park,A,traditional_private_estate,pe:pachesham-park:pachesham-park:whole,surrey-private-estates-2026-07-19-corrected-4,verified,ready,3450000,2021-07-30,mole-valley,A
property:GREENWAYS WEYDOWN ROAD HASLEMERE GU27 1DT|GU271DT,"GREENWAYS, WEYDOWN ROAD, HASLEMERE, GU27 1DT",GREENWAYS,,WEYDOWN ROAD,,HASLEMERE,GU27 1DT,Waverley,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2770000,2021-07-30,waverley-south-surrey,A
property:3 HAREBELL HILL COBHAM KT11 2RS|KT112RS,"3, HAREBELL HILL, COBHAM, KT11 2RS",3,,HAREBELL HILL,,COBHAM,KT11 2RS,Elmbridge,Detached,oxshott-way-estate,Oxshott Way Estate,A,traditional_private_estate,pe:oxshott-way-estate:harebell-hill:whole,surrey-private-estates-2026-07-19-corrected-4,verified,ready,2525000,2021-07-30,elmbridge-prime,A
property:MANOR FARM COTTAGE RYE GROVE LIGHTWATER GU18 5SE|GU185SE,"MANOR FARM COTTAGE, RYE GROVE, LIGHTWATER, GU18 5SE",MANOR FARM COTTAGE,,RYE GROVE,,LIGHTWATER,GU18 5SE,Surrey Heath,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2460000,2021-07-30,surrey-heath,A
property:CLEVES HOUSE 103 PALACE ROAD EAST MOLESEY KT8 9DU|KT89DU,"CLEVES HOUSE, 103, PALACE ROAD, EAST MOLESEY, KT8 9DU","CLEVES HOUSE, 103",,PALACE ROAD,,EAST MOLESEY,KT8 9DU,Elmbridge,Semi Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2250000,2021-07-29,elmbridge-prime,A
